Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.261043548583984,24.729266505118662,23.82166783410134,24.718170500399545,212818400
2015-01-05,23.57757568359375,24.11015184940222,23.39117495671791,24.030265339880305,257142000
2015-01-06,23.57978630065918,23.83941651185119,23.218077604695914,23.641919852772244,263188400
2015-01-07,23.910432815551758,24.01029009442088,23.677430240840117,23.78838352536704,160423600
2015-01-08,24.829124450683594,24.886820629369133,24.12124199427357,24.23885389125135,237458000
2015-01-09,24.855751037597656,25.130914662284695,24.45631860417092,25.002208467845808,214798000
2015-01-12,24.243288040161133,24.993331490866538,24.14343078035858,24.986674565948025,198603200
2015-01-13,24.45854377746582,25.03106316625113,24.16784669635183,24.72705053894741,268367600
2015-01-14,24.365341186523438,24.518455563065594,24.07686197869801,24.196691725347986,195826400
2015-01-15,23.704057693481445,24.42303444417386,23.668553525712902,24.409720592887236,240056000
2015-01-16,23.51987648010254,23.87270880076629,23.34457008962357,23.75065951213766,314053200
2015-01-20,24.125680923461914,24.18115756219577,23.633048100623235,23.930402071590635,199599600
2015-01-21,24.30986785888672,24.644945594224467,24.025825998667738,24.176722549122562,194303600
2015-01-22,24.942296981811523,24.95783037285458,24.347587350000268,24.467417092194996,215185600
2015-01-23,25.071002960205078,25.24187026011724,24.749237444378423,24.920106437303215,185859200
2015-01-26,25.097631454467773,25.377234192519005,25.03106050265451,25.23965151661796,222460000
2015-01-27,24.21887969970703,24.9600484254959,24.194469844806008,24.94673288181463,382274800
2015-01-28,25.58804702758789,26.211605664482956,25.58804702758789,26.102870222038018,585908400
2015-01-29,26.384695053100586,26.449048170199948,25.6435261294502,25.812175619330834,337745600
2015-01-30,25.998571395874023,26.62878516547763,25.92977921628133,26.273735035207107,334982000
2015-02-02,26.32477378845215,26.444603530304434,25.75891309377555,26.196069274325748,250956400
2015-02-03,26.329206466674805,26.426844175067043,26.098423504362938,26.2959201531949,207662800
2015-02-04,26.531150817871094,26.741963089882017,26.25376758602479,26.295930379029553,280598800
2015-02-05,26.720518112182617,26.785125203713097,26.566797732344764,26.738339410088408,168984800
2015-02-06,26.495498657226562,26.789571221356812,26.388562406772817,26.738330545167845,174826400
2015-02-09,26.671499252319336,26.698232042544156,26.384109859543177,26.410844349462188,155559200
2015-02-10,27.183900833129883,27.212863625618194,26.769527237525242,26.7717538371825,248034000
2015-02-11,27.82105827331543,27.82996977096396,27.2908369109358,27.350987395445394,294247200
2015-02-12,28.173051834106445,28.400290751132346,27.97477570633153,28.08393856663931,297898000
2015-02-13,28.311187744140625,28.3557435441749,27.99260884478058,28.3557435441749,217088800
2015-02-17,28.478267669677734,28.712189812630196,28.27553491915968,28.402520788269594,252609600
2015-02-18,28.676542282104492,28.6899086782319,28.393607766315956,28.433708654392507,179566800
2015-02-19,28.616395950317383,28.74561013827924,28.58966315259746,28.623079149747365,149449600
2015-02-20,28.850317001342773,28.850317001342773,28.52728324375384,28.6542674273515,195793600
2015-02-23,29.63004493713379,29.63004493713379,28.88595289516716,28.96615465653643,283896400
2015-02-24,29.445144653320312,29.763725201645627,29.222362289234308,29.61668802549548,276912400
2015-02-25,28.692136764526367,29.318158010503875,28.549556199464845,29.30924481303132,298846800
2015-02-26,29.055282592773438,29.155534001151203,28.206482122777132,28.692146163064493,365150000
2015-02-27,28.61861801147461,29.08868883753437,28.569605629656937,28.96170128480993,248059200
2015-03-02,28.75897216796875,29.024083703045708,28.58297561073508,28.794618159106065,192386800
2015-03-03,28.819129943847656,28.854775941900105,28.53619535831423,28.730018348106007,151265200
2015-03-04,28.636449813842773,28.863688826476082,28.587440810519748,28.76121082035997,126665200
2015-03-05,28.16191864013672,28.683228541068605,28.01710976775747,28.645355948203196,226068400
2015-03-06,28.20424461364746,28.821350963107626,28.128499431995095,28.605251815919722,291368400
2015-03-09,28.324548721313477,28.865911616282308,27.861161011018062,28.507230185990295,354114000
2015-03-10,27.738637924194336,28.342378042171664,27.580462619457386,28.16192483671167,275426400
2015-03-11,27.232919692993164,27.796558884616413,27.203958593316226,27.792103984548728,275756000
2015-03-12,27.725265502929688,27.82551859010092,27.09701928216281,27.248511363041793,193450800
2015-03-13,27.533672332763672,27.93690957884645,27.308663362514302,27.71412720852023,207309200
2015-03-16,27.836654663085938,27.836654663085938,27.3732686550269,27.598277610489713,143497200
2015-03-17,28.30227279663086,28.36465158895827,27.992605434937918,28.048301028043767,204092400
2015-03-18,28.62085723876953,28.77457764962221,28.15301450538153,28.293366815489446,261083600
2015-03-19,28.404756546020508,28.794625753514907,28.382478645531226,28.683234551373648,183238000
2015-03-20,28.048301696777344,28.60525594142023,27.883443213167936,28.5718399445157,274780400
2015-03-23,28.34014129638672,28.48272185815682,28.186420937727494,28.320091701619532,150838800
2015-03-24,28.224300384521484,28.525054559149737,28.19533758719538,28.344603074189592,131369200
2015-03-25,27.486881256103516,28.25325295923646,27.486881256103516,28.19087418334316,206620800
2015-03-26,27.678482055664062,27.821062641035965,27.31311909318673,27.348765089377032,190291600
2015-03-27,27.457931518554688,27.780965327130325,27.382186316426004,27.75200422626257,158184800
2015-03-30,28.153005599975586,28.159688798386455,27.625010829489707,27.636150626637427,188398800
2015-03-31,27.720806121826172,28.179737189841585,27.70521142630218,28.090623915549788,168362400
2015-04-01,27.680702209472656,27.874523432406747,27.424502211257018,27.807688059065573,162485600
2015-04-02,27.919082641601562,27.972549927020538,27.667339210546782,27.85447555936038,128880400
2015-04-06,28.371339797973633,28.40698579970914,27.698537662317634,27.729727063988747,148776000
2015-04-07,28.07280731201172,28.542876555563243,28.066124112769437,28.435941968297502,140049200
2015-04-08,27.981462478637695,28.15968903634079,27.84111021174024,28.037158065458108,149316800
2015-04-09,28.19533348083496,28.19979007963362,27.772048378461868,28.037158217371275,129936000
2015-04-10,28.31563377380371,28.340139966053933,27.90571510288052,28.059433754629573,160752000
2015-04-13,28.25994300842285,28.643130652588724,28.206475716078707,28.598571459528543,145460400
2015-04-14,28.137413024902344,28.357967087559327,28.05052803962249,28.2933599985599,102098400
2015-04-15,28.244342803955078,28.322316277524408,28.072801162102547,28.161914431765034,115881600
2015-04-16,28.108448028564453,28.315635677165186,28.095081631781955,28.13295422246197,113476000
2015-04-17,27.792102813720703,28.10177019607035,27.72749571744488,27.970329403426064,207828000
2015-04-20,28.427030563354492,28.542876649890996,27.88566932691057,27.9747826163896,188217200
2015-04-21,28.2733097076416,28.56069745208385,28.21984071824791,28.538421256044888,129740400
2015-04-22,28.654266357421875,28.709961948008925,28.14186794383772,28.29113171868433,150618000
2015-04-23,28.88819122314453,29.055278010553366,28.547334448781662,28.582980445949,183083600
2015-04-24,29.02408218383789,29.102057360445713,28.790160053403067,29.07086796968031,178103600
2015-04-27,29.552085876464844,29.659023882814733,29.217912255248624,29.4763406715094,387816800
2015-04-28,29.08646011352539,29.973132824507275,28.865907785068085,29.95531322978204,475696000
2015-04-29,28.658721923828125,29.315929189196144,28.582976739212466,28.997352054224365,253544400
2015-04-30,27.88121223449707,28.658722182170372,27.75422635937739,28.658722182170372,332781600
2015-05-01,28.727792739868164,28.99067776645209,27.914638256413046,28.0928631748341,234050400
2015-05-04,28.672088623046875,29.088693941596958,28.57406384221156,28.850315188257536,203953200
2015-05-05,28.026016235351562,28.616388017265567,28.021559637170594,28.549552642104565,197085600
2015-05-06,27.85002326965332,28.237664099723222,27.482432036108552,28.19533490746636,288564000
2015-05-07,28.022275924682617,28.20572041865228,27.744870723621112,27.912655384207774,175763600
2015-05-08,28.550243377685547,28.550243377685547,28.212436391614474,28.339952687353417,222201600
2015-05-11,28.259414672851562,28.53681820285766,28.105052219051004,28.498787417855624,168143200
2015-05-12,28.15874481201172,28.38469362395213,27.92384557199335,28.098341370043993,192640000
2015-05-13,28.1900691986084,28.45405054686139,28.15874952227282,28.22138887494398,138776800
2015-05-14,28.847789764404297,28.847789764404297,28.44734500891678,28.503273257166338,180814000
2015-05-15,28.807518005371094,28.968591605131238,28.682239297466264,28.874632574202614,152832000
2015-05-18,29.12518310546875,29.243750669822575,28.71578808731596,28.720263301137226,203531600
2015-05-19,29.098352432250977,29.279559421579986,29.002154064262868,29.237053404114743,178532800
2015-05-20,29.09610366821289,29.301919157992057,28.935030082544245,29.082681438338582,145819600
2015-05-21,29.393638610839844,29.447330937222763,29.04464702332097,29.098339349703892,158921600
2015-05-22,29.650917053222656,29.747115410292487,29.39588439096639,29.44062971811842,182384000
2015-05-26,28.997669219970703,29.7336866795476,28.885812753714266,29.66433621664276,282790400
2015-05-27,29.53905487060547,29.58827199011764,29.093868308093384,29.158743558220227,183332800
2015-05-28,29.48088836669922,29.51891915352305,29.3287652194039,29.49878580995542,122933200
2015-05-29,29.14531898498535,29.40706269211823,29.06030698291906,29.357845576562823,203538000
2015-06-01,29.20348358154297,29.393640932277773,29.09386643353744,29.14531945022551,128451200
2015-06-02,29.07373046875,29.230328818632735,28.930554346916068,29.05135781294332,134670400
2015-06-03,29.109527587890625,29.292973843057794,29.060310466435467,29.23033449094917,123934000
2015-06-04,28.939510345458984,29.212440445810152,28.838840190251535,28.988727472642903,153800400
2015-06-05,28.78066062927246,29.013323935941752,28.715785396090006,28.970817942593268,142507200
2015-06-08,28.59051513671875,28.905951209345766,28.373513306351683,28.83659732877997,210699200
2015-06-09,28.505502700805664,28.65315406199824,28.102820428705932,28.34442910924805,224301600
2015-06-10,28.832124710083008,28.9350307505541,28.601698948890817,28.617358786370456,156349200
2015-06-11,28.76724624633789,29.122949003049126,28.742637686299396,28.899236062185924,141563600
